video-title,video-link,video-views,video-date,video-channel
ASUS ROG PHONE 3 - SERÁ QUE AS CÂMERAS SÃO BOAS TAMBÉM?,https://www.youtube.com/watch?v=tVoYzGgmk0w,"6,9 mil visualizações",há 5 meses,Rodrigo Portella
ROG PHONE 3 vs LEGION PHONE DUEL: qual é o MELHOR CELULAR GAMER do Brasil? | Comparativo,https://www.youtube.com/watch?v=HyT1S0rZhoc,10 mil visualizações,há 2 meses,TudoCelular
TOP 3 MELHORIAS do ROG Phone 3 vs ROG Phone 2 | Análise e Unbox,https://www.youtube.com/watch?v=YhygI4icH_Q,29 mil visualizações,há 10 meses,Montalvão
ROG PHONE 5: ASUS ainda possui o MELHOR CELULAR GAMER? | Análise / Review,https://www.youtube.com/watch?v=z-bqMfbtgo0,11 mil visualizações,há 3 semanas,TudoCelular
ANÁLISE ROG PHONE II- O MELHOR smartphone para jogos no MUNDO,https://www.youtube.com/watch?v=2iBlphmGMVw,13 mil visualizações,há 1 ano,Oficina da Net
Testamos o ROG Phone 3: Unboxing e primeiras impressões,https://www.youtube.com/watch?v=y63TkZvuWqs,17 mil visualizações,há 11 meses,Mundo Conectado
ROG PHONE 3! O novo MONSTRO da ASUS tá na MÃO! 16GB de RAM e SNAPDRAGON 865 PLUS!,https://www.youtube.com/watch?v=5OPMnkJAytw,87 mil visualizações,há 11 meses,Be!Tech
REVIEW SINCERO ROG PHONE 3: venha conhecer as funcionalidades do smartphone mais potente de 2020,https://www.youtube.com/watch?v=hnTj1kWgo_4,"1,2 mil visualizações",há 6 meses,FMX CoDM
Galaxy S21 Ultra: a Samsung ACERTOU no ZOOM dessa vez [Análise/Review],https://www.youtube.com/watch?v=_txy5ouAG6s,440 mil visualizações,há 4 meses,Canaltech
Review GALAXY S21 ULTRA! Agora sim a SAMSUNG fez o que DEVERIA ter FEITO! Análise completa!,https://www.youtube.com/watch?v=6LwYbm71AJM,90 mil visualizações,há 2 meses,Be!Tech
Samsung Galaxy S21 Ultra REVIEW: o celular Android MAIS COMPLETO do mercado – TecMundo,https://www.youtube.com/watch?v=TLZBUC-qieY,63 mil visualizações,há 4 meses,TecMundo
"SAMSUNG GALAXY S21 ULTRA! O que GOSTEI e NÃO Gostei! Review, [análise]",https://www.youtube.com/watch?v=ragml8eCBGk,106 mil visualizações,há 4 meses,Dudu Rocha
"Na boa, o GALAXY S21 ULTRA faz sentido? minha OPINIÃO SINCERA! 😱 // Análise",https://www.youtube.com/watch?v=HmE-RlaaIl8,82 mil visualizações,há 4 meses,EscolhaSegura
Samsung Galaxy S21 Ultra - Review Tecnoblog,https://www.youtube.com/watch?v=Cyk-tDl3NNM,58 mil visualizações,há 4 meses,Tecnoblog
GALAXY S21 ULTRA: TOP com MELHOR BATERIA esbarra em FALHAS da ONE UI | Análise / Review,https://www.youtube.com/watch?v=CEx_F8gTp68,37 mil visualizações,há 4 meses,TudoCelular
GALAXY S21 ULTRA é EXTRAORDINÁRIO em cada detalhe? UNBOXING e COMENTÁRIOS,https://www.youtube.com/watch?v=Zgopyc5Y6wY,142 mil visualizações,há 5 meses,Matheus Kise
SAMSUNG GALAXY S21 ULTRA (Review DEFINITIVO),https://www.youtube.com/watch?v=XnTB0vK5kr4,33 mil visualizações,há 4 meses,Tech Nerd
Análise do Samsung GALAXY S21 ULTRA: tela INCRÍVEL e câmeras para TODAS AS SITUAÇÕES,https://www.youtube.com/watch?v=xOWCDGqvFas,13 mil visualizações,há 3 semanas,Mundo Conectado
O Melhor do melhor? - Galaxy S21 Ultra,https://www.youtube.com/watch?v=j2ZP5kY63Zc,1 mi de visualizações,há 3 meses,Coisa de Nerd
GALAXY S21 ULTRA | Vale Pagar MUITO para TER O MELHOR? Análise / Review,https://www.youtube.com/watch?v=m-Gwqx2DkPQ,12 mil visualizações,há 2 meses,brasiliGEEKS
USO REAL ☀️do GALAXY S21 ULTRA na última semana // OPINIÃO,https://www.youtube.com/watch?v=ELMiQB2uvho,75 mil visualizações,há 4 meses,EscolhaSegura
MOOOOONSTRO ! Tá na MÃO o mais TOP da SAMSUNG 😎 Galaxy S21 Ultra,https://www.youtube.com/watch?v=K_kHYy7lRJc,415 mil visualizações,há 4 meses,K Tech
"Galaxy S21 Ultra vs iPhone 12 Pro Max, o melhor APPLE vs o melhor SAMSUNG [Comparativo]",https://www.youtube.com/watch?v=_zJ5bM2SjJI,947 mil visualizações,há 4 meses,Canaltech
SIMPLESMENTE O MELHOR! SAMSUNG GALAXY S21 ULTRA 5G! Unboxing e Review Inicial PT-BR,https://www.youtube.com/watch?v=CwOpd57Y3oc,14 mil visualizações,há 5 meses,Authenti Tech
NOVO SAMSUNG GALAXY S21 ULTRA! O Samsung MAIS POTENTE DO MUNDO! Peguei e gostei!,https://www.youtube.com/watch?v=SmafthvGYL8,210 mil visualizações,há 5 meses,Dudu Rocha
Galaxy S21 Ultra UNBOXING: o que NÃO TEM na caixa do Galaxy S21 Ultra? - TecMundo,https://www.youtube.com/watch?v=AxT8QFktvLg,48 mil visualizações,há 5 meses,TecMundo
"NOVOS GALAXY S21, S21 PLUS e S21 ULTRA em MÃOS! //o que a SAMSUNG NÃO TE CONTOU!",https://www.youtube.com/watch?v=m4ZUR6sM9jc,283 mil visualizações,há 5 meses,EscolhaSegura
SAMSUNG GALAXY S21 PLUS - vale mais a pena que o S21 e o S21 ULTRA? // Análise ( PÓS UPDATES! ),https://www.youtube.com/watch?v=kvn92oHxgvk,61 mil visualizações,há 2 meses,EscolhaSegura
"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",https://www.youtube.com/watch?v=mp_aDo-uH6I,127 mil visualizações,há 5 meses,Canaltech
MELHOR XIAOMI do ANO - Xiaomi MI 10T PRO ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=cr3icyK3aWo,83 mil visualizações,há 6 meses,K Tech
MI 10T PRO: TOP de LINHA XIAOMI com PREÇO de IPHONE | Análise / Review,https://www.youtube.com/watch?v=MSqN27wR-gI,65 mil visualizações,há 6 meses,TudoCelular
Xiaomi Mi 10T Pro: vale a pena comprar? Saiba tudo! Review/Análise!,https://www.youtube.com/watch?v=btCMwSjhyLw,"1,5 mil visualizações",há 4 meses,Compras Importadas
XIAOMI MI 10T PRO 5G a Xiaomi criou um MONSTRO !!!,https://www.youtube.com/watch?v=7P5zO5s3Mhw,470 mil visualizações,há 8 meses,K Tech
"NOVOS XIAOMI: Mi 10T, Mi 10T PRO e Mi 10T Lite. Mas chegaram recebendo CRÍTICAS!",https://www.youtube.com/watch?v=3YZQbBBdtcE,134 mil visualizações,há 9 meses,Gesiel Taveira
XIAOMI Mi 10T: o MELHOR CUSTO-BENEFÍCIO da família? | Análise / Review,https://www.youtube.com/watch?v=q0ekPp71zDg,39 mil visualizações,há 2 meses,TudoCelular
Xiaomi Mi 10T Pro - review completo em português com ênfase em foto e vídeo!,https://www.youtube.com/watch?v=kRb2epUBVMw,"7,7 mil visualizações",há 4 meses,Armando Vernaglia Jr
VALE a pena COMPRAR o XIAOMI MI 10T? / opinião do USUÁRIO MI 10T!,https://www.youtube.com/watch?v=_vagb1RMzqk,24 mil visualizações,há 7 meses,André Felipe
Xiaomi Mi 10T - ME IMPRESSIONOU MUITO! ELE É INCRÍVEL!,https://www.youtube.com/watch?v=Zd6qYN6lPKM,30 mil visualizações,há 3 meses,Geek Antenado
"Xiaomi Mi 10T Lite vs 10T vs 10T Pro, qual a diferença? [Comparativo]",https://www.youtube.com/watch?v=jEEFK_yX_D4,46 mil visualizações,há 5 meses,Canaltech
"XIAOMI Mi 10T PRO - Cheegooou o LÍDER! Tela 144Hz, Câmera 108MP e faz 597K no ANTUTU!😮",https://www.youtube.com/watch?v=X10pBmniVwY,21 mil visualizações,há 8 meses,Ricardo Tex
TESTAMOS o celular Xiaomi Mi 10T! Vem conferir as novidades!,https://www.youtube.com/watch?v=gjHVB0hcsLY,14 mil visualizações,há 8 meses,Atacado Games
"O Mais caro da XIAOMI NO BRASIL, Xiaomi Mi 10T! O que ele tem de especial? É UMA SUPER MÁQUINA!",https://www.youtube.com/watch?v=jpWsHf_buf4,112 mil visualizações,há 7 meses,Jersu
Xiaomi Mi 10T vs Xiaomi Mi 10T Pro,https://www.youtube.com/watch?v=314JziqRndE,291 mil visualizações,há 9 meses,Gadgets Compare
